iter	RMSE
254	355.8440371
255	355.5823354
256	355.1593996
257	354.8108149
258	354.4427658
259	353.9779932
260	353.5335626
261	353.2120797
262	352.8079173
263	352.5196928
264	352.3720019
265	351.8286489
266	351.2110883
267	351.0749915
268	350.7370707
269	350.2970276
270	349.893675
271	349.547357
272	349.3763007
273	348.9854819
274	348.7213961
275	348.3617936
276	348.2352229
277	347.8395514
278	347.3117671
279	346.9737739
280	346.5954058
281	346.27066
282	346.0324701
283	345.71054
284	345.3436587
285	345.0004603
286	344.7527512
287	344.5762206
288	344.2084335
289	343.7259199
290	343.2796982
291	342.9679153
292	342.6925976
293	342.5946385
294	342.2910217
295	342.0793702
296	341.7475178
297	341.4762616
298	341.0095158
299	340.6466616
300	340.2230078
301	339.8227242
302	339.5164973
303	339.2118734
304	338.7631747
305	338.4557717
306	337.9467313
307	337.4704542
308	337.3297762
309	337.040065
310	336.6708496
311	336.2013039
312	335.8539806
313	335.4279449
314	335.1313422
315	334.8803738
316	334.5709145
317	334.1559134
318	333.8912133
319	333.5766104
320	333.3570715
321	333.0549711
322	332.6130106
323	332.3199752
324	332.080378
325	331.7696586
326	331.4158011
327	331.1996899
328	330.7919339
329	330.564449
330	330.3661177
331	330.1520785
332	330.0220107
333	329.7281644
334	329.5014255
335	329.3006619
336	328.9572022
337	328.576804
338	328.3161648
339	328.0445176
340	327.7899306
341	327.4655755
342	327.3347272
343	326.987791
344	326.8034741
345	326.5296273
346	326.1651829
347	325.9141326
348	325.6244551
349	325.254414
350	325.0365095
351	324.7846579
352	324.4929939
353	324.1206492
354	324.0325995
355	323.853813
356	323.5101913
357	323.3291836
358	323.0474337
359	322.701544
360	322.5857068
361	322.2349212
362	321.938833
363	321.593853
364	321.4297605
365	320.9627435
366	320.761213
367	320.4550245
368	320.1506341
369	319.8779121
370	319.6945506
371	319.456592
372	319.2513239
373	318.8322124
374	318.679228
375	318.5092586
376	318.28663
377	318.0237509
378	317.6872546
379	317.3440558
380	317.1366822
381	316.8073455
382	316.6266888
383	316.2381433
384	315.994911
385	315.815396
386	315.4978606
387	315.2435224
388	314.9883074
389	314.5863665
390	314.3417963
391	314.041592
392	313.7735909
393	313.5052704
394	313.3279398
395	313.0759057
396	312.8262728
397	312.6709622
398	312.4226919
399	312.2639923
400	311.9355646
401	311.7169774
402	311.6216597
403	311.39239
404	311.1691715
405	310.8534117
406	310.5442968
407	310.342042
408	310.1485466
409	309.9166009
410	309.7392329
411	309.2916835
412	309.0485777
413	308.965406
414	308.7586039
415	308.5630851
416	308.2331953
417	308.0160084
418	307.8095076
419	307.288139
420	307.1350038
421	306.8631212
422	306.5930922
423	306.508033
424	306.2992422
425	306.003993
426	305.6515803
427	305.398456
428	305.1701921
429	304.9562017
430	304.7830018
431	304.4984289
432	304.2307388
433	304.0007065
434	303.9238381
435	303.6020802
436	303.3572748
437	303.1000993
438	302.8819035
439	302.6534794
440	302.4557414
441	302.2071002
442	301.9990651
443	301.7604902
444	301.4598049
445	301.2131401
446	300.9790736
447	300.7642395
448	300.5505831
449	300.3330685
450	300.1597738
451	299.8692966
452	299.6270747
453	299.4877785
454	299.2720909
455	299.0753136
456	298.8929194
457	298.7061246
458	298.4661562
459	298.2468542
460	298.0334178
461	297.7563007
462	297.4820459
463	297.3005799
464	297.1453147
465	297.0322198
466	296.6942392
467	296.3995903
468	296.1136098
469	295.873655
470	295.5993761
471	295.3520218
472	295.2279594
473	295.0379223
474	294.6915093
475	294.5281926
476	294.4084877
477	294.1647818
478	293.9257908
479	293.7065797
480	293.5021357
481	293.2286184
482	293.0387052
483	292.9141882
484	292.7391627
485	292.5654556
486	292.2687203
487	291.9454314
488	291.7357682
489	291.4991501
490	291.3039356
491	291.1287709
492	290.9559245
493	290.6609749
494	290.514835
495	290.3680611
496	290.1743934
497	289.9849841
498	289.6373829
499	289.4834517
500	289.3061293
501	289.1178954
502	288.9990073
503	288.8029632
504	288.6187594
505	288.4878934
506	288.2783005
507	288.0562925
508	287.8202152
509	287.6563868
510	287.4630544
511	287.2692296
512	287.0891261
513	286.8644162
514	286.6870912
515	286.4429492
516	286.2521943
517	286.0502815
518	285.9079021
519	285.655693
520	285.4923567
521	285.3649691
522	285.2147824
523	285.1020806
524	284.8048051
525	284.6241266
526	284.37771
527	284.2041662
528	283.9459932
529	283.6946508
530	283.454062
531	283.2808042
532	283.0701247
533	282.8781134
534	282.6631485
535	282.2880919
536	282.0846824
537	281.9230166
538	281.7656029
539	281.6247238
540	281.5131687
541	281.4254154
542	281.3593512
543	281.2338652
544	280.9947157
545	280.7284557
546	280.4993754
547	280.3006218
548	280.1252269
549	279.8756145
550	279.5594695
551	279.3841604
552	279.1919118
553	278.9911103
554	278.791374
555	278.5845894
556	278.3169129
557	278.1457632
558	277.982986
559	277.8224685
560	277.695425
561	277.3363244
562	277.1132143
563	276.7959921
564	276.6058681
565	276.4680066
566	276.2840768
567	276.150851
568	275.9948897
569	275.833499
570	275.7294205
571	275.6147469
572	275.4038966
573	275.1493045
574	274.9587832
575	274.7155698
576	274.4475086
577	274.3607321
578	274.2675071
579	274.1169454
580	273.9411142
581	273.6695586
582	273.5145904
583	273.3508713
584	273.0998191
585	272.9216666
586	272.7490913
587	272.6393596
588	272.5883012
589	272.4203382
590	272.1154995
591	271.8347781
592	271.7087914
593	271.5899127
594	271.4591752
595	271.2933408
596	271.1555383
597	271.0372216
598	270.8822614
599	270.6350132
600	270.4864689
601	270.2578244
602	270.0532454
603	269.774711
604	269.5939501
605	269.4891862
606	269.0161821
607	268.906736
608	268.6073573
609	268.520445
610	268.3784353
611	268.1364987
612	267.9533411
613	267.8505036
614	267.6920455
615	267.3951769
616	267.3453852
617	267.2061972
618	266.9099056
619	266.7860191
620	266.6467957
621	266.5180163
622	266.4067178
623	266.2312163
624	265.9632826
625	265.8376858
626	265.7228715
627	265.4399843
628	265.2763818
629	265.0694796
630	264.9656839
631	264.8436822
632	264.6956682
633	264.3812144
634	264.2489747
635	264.0547158
636	263.8309907
637	263.489858
638	263.3804936
639	263.1683982
640	263.0723395
641	262.9855376
642	262.8318026
643	262.7078019
644	262.6324847
645	262.499582
646	262.3010151
647	262.1211721
648	262.0198402
649	261.8214563
650	261.5560429
651	261.3619867
652	261.2686228
653	261.0421932
654	260.8692575
655	260.6915457
656	260.5650367
657	260.2388754
658	260.0959334
659	259.9336041
660	259.8215383
661	259.6136937
662	259.3630705
663	259.0757201
664	258.7934704
665	258.695172
666	258.517595
667	258.4132613
668	258.2665897
669	258.1621462
670	258.0041866
671	257.8320509
672	257.714704
673	257.5970812
674	257.4195341
675	257.1402682
676	256.8991782
677	256.7427592
678	256.6356398
679	256.5104234
680	256.4034821
681	256.1456867
682	255.9186899
683	255.7601731
684	255.5851714
685	255.3693487
686	255.1488518
687	255.0552838
688	254.8472512
689	254.7479618
690	254.6219149
691	254.5001961
692	254.3544555
693	254.2522161
694	254.1335818
695	253.9233071
696	253.7132774
697	253.6072719
698	253.5001679
699	253.3413949
700	253.1377225
701	252.958634
702	252.8006061
703	252.6952596
704	252.4987116
705	252.3874253
706	252.1692836
707	251.9792007
708	251.809579
709	251.7364162
710	251.5474298
711	251.3614657
712	251.1816558
713	251.124074
714	250.8703876
715	250.797546
716	250.6999249
717	250.6153772
718	250.3985386
719	250.3529635
720	250.1563767
721	249.9628458
722	249.8433783
723	249.7754256
724	249.6599644
725	249.4995612
726	249.4027716
727	249.1984532
728	249.0124085
729	248.8656926
730	248.6956973
731	248.6175614
732	248.5074226
733	248.3319258
734	248.1385056
735	247.9927608
736	247.7644578
737	247.6565277
738	247.5503374
739	247.4241664
740	247.2355127
741	247.1501849
742	246.9638866
743	246.870587
744	246.635983
745	246.4145629
746	246.2780452
747	246.1408597
748	245.9192997
749	245.7946291
750	245.6842534
751	245.506891
752	245.2261709
753	245.0557732
754	244.9902306
755	244.7923174
756	244.5929652
757	244.4408194
758	244.2892058
759	243.9316145
760	243.7940117
761	243.6408681
762	243.5106052
763	243.3986682
764	243.2866509
765	243.0854145
766	243.0375787
767	242.8836897
768	242.732304
769	242.5431028
770	242.3822616
771	242.293625
772	242.0637928
773	241.8978847
774	241.6979874
775	241.6213284
776	241.4862419
777	241.3898824
778	241.3016004
779	241.1261978
780	241.0485564
781	240.935975
782	240.8368758
783	240.6864661
784	240.5325856
785	240.3926941
786	240.3115086
787	240.1926925
788	240.128961
789	240.0764136
790	239.8455193
791	239.7706574
792	239.5984368
793	239.4738169
794	239.3817308
795	239.2778854
796	239.1547911
797	239.081731
798	238.9390283
799	238.8131415
800	238.6803278
801	238.4854404
802	238.2887729
803	238.2106339
804	238.0628449
805	237.9493492
806	237.8889919
807	237.7921085
808	237.6440954
809	237.5482875
810	237.4793223
811	237.3592574
812	237.2296199
813	237.0709859
814	236.9528262
815	236.7965496
816	236.745067
817	236.6457381
818	236.5130134
819	236.2979218
820	236.2144319
821	236.0794267
822	235.9902428
823	235.9184293
824	235.7364701
825	235.615083
826	235.5141892
827	235.3439744
828	235.2182893
829	235.084277
830	234.9717399
831	234.816467
832	234.6910997
833	234.5984658
834	234.4582175
835	234.2840789
836	234.1825708
837	233.9390275
838	233.7904155
839	233.6340911
840	233.580008
841	233.4551464
842	233.3315059
843	233.2222138
844	233.1081971
845	233.0035454
846	232.9356064
847	232.7966278
848	232.7257495
849	232.6472514
850	232.5077757
851	232.338015
852	232.1564625
853	232.0425722
854	231.9325334
855	231.8199846
856	231.7636468
857	231.6609046
858	231.4423034
859	231.2902892
860	231.1502179
861	231.0975931
862	230.9682971
863	230.8350143
864	230.7156888
865	230.5809947
866	230.4214252
867	230.2960157
868	230.2300049
869	230.1740482
870	230.0373108
871	229.9302196
872	229.8320872
873	229.7554023
874	229.688161
875	229.5922602
876	229.4980038
877	229.3949748
878	229.3079223
879	229.2378792
880	229.1649825
881	229.0837575
882	229.0050722
883	228.8940212
884	228.8197296
885	228.6928994
886	228.5830168
887	228.4434302
888	228.3956746
889	228.2514669
890	228.0790638
891	228.0289273
892	227.9250979
893	227.8328684
894	227.7741543
895	227.6514952
896	227.5556652
897	227.4215201
898	227.3491406
899	227.2703609
900	227.2359391
901	227.1022167
902	227.042027
903	226.926396
904	226.8755499
905	226.6408826
906	226.5412686
907	226.372516
908	226.2138239
909	226.1022225
910	226.0060351
911	225.9317922
912	225.8306808
913	225.7504288
914	225.53893
915	225.4155636
916	225.3064294
917	225.1599792
918	224.949064
919	224.881688
920	224.7830502
921	224.7054341
922	224.5222622
923	224.406637
924	224.3362513
925	224.2254243
926	224.1035331
927	223.997558
928	223.9049997
929	223.8482248
930	223.6340642
931	223.5900494
932	223.4737775
933	223.3778475
934	223.210382
935	223.0498201
936	222.9439653
937	222.9160022
938	222.785665
939	222.6571839
940	222.4968274
941	222.3593164
942	222.2680949
943	222.2087916
944	222.0358706
945	221.8748853
946	221.7194969
947	221.6052233
948	221.4917586
949	221.2893693
950	221.2442245
951	221.0990722
952	220.925096
953	220.7837567
954	220.5873568
955	220.4948016
956	220.4019195
957	220.2835792
958	220.1668216
959	220.1005545
960	219.8781733
961	219.7771938
962	219.7318374
963	219.6170279
964	219.4305855
965	219.3294196
966	219.21131
967	219.1170652
968	218.9880036
969	218.905452
970	218.8324974
971	218.6850494
972	218.5338354
973	218.4879822
974	218.3951576
975	218.2542861
976	218.1005052
977	218.0031471
978	217.8917346
979	217.7436841
980	217.5712958
981	217.459472
982	217.3761077
983	217.2953876
984	217.2038084
985	217.102441
986	216.9719359
987	216.8918546
988	216.7763212
989	216.7248405
990	216.5211531
991	216.4314183
992	216.3473499
993	216.2173376
994	216.1089714
995	215.9995182
996	215.8492457
997	215.6754212
998	215.6310555
999	215.4877637
